Zip,International,Admitted,Enrolled,ApplicantStatus,SexCode,School Type,RepeatingGrade,AdmissionsYr,BU Affiliation,SiblingConnection,InterviewRating,InterviewRating2,InterviewRating3,AppRecdDate,AppRecdMonth,InquiryDate,Ethnicity,Decision_Rating1,Decision_Rating2,Decision_Rating3,Decision_Rating4,SSATDate,SSATGrade,SSATVerbal,SSATQuantitative,SSATReading,SSATTotal
2493,,Y,N,Decline,M,Private,N,2015,,N,5,4,4,11/28/14,11,9/7/14,Caucasian,4.75,5,5,5,12/13/14,8,761,800,710,2271
1905,,N,N,Rejected,F,Public,N,2008,,N,3.5,3.5,4.5,11/19/07,11,10/19/07,Hispanic,2.2,3.3,3.3,3,12/1/07,8,620,683,650,1953
2151,,N,N,Rejected,F,Public,N,2016,,N,,,,11/30/15,11,9/24/15,,1,2,2.7,1.7,12/12/15,8,638,614,563,1815
2124,,N,N,Rejected,M,Public,N,2005,,N,,,,1/19/05,1,10/17/04,African American,3,4,3,10,11/29/04,8,315,310,300,925
2184,,N,N,Rejected,M,Public,N,2006,,N,,,,1/25/06,1,1/12/06,White/Caucasian,4,4,4,12,1/21/06,8,728,746,683,2157
1907,,Y,Y,Enrolled,F,Private,N,2006,,N,,,,1/12/06,1,9/13/05,White/Caucasian,4,4,5,12,11/12/05,8,722,749,701,2172
1907,,Y,Y,Enrolled,M,Private,N,2009,,Y,4.25,4.25,4.25,11/18/08,11,9/21/08,White/Caucasian,4.6,4.6,4.17,4.4,11/8/08,8,785,767,722,2274
2476,,N,N,Rejected,M,Private,N,2006,,N,,,,11/15/05,11,10/5/05,Jewish/Cape Verdean,4,4,4,12,1/7/06,8,734,716,662,2112
2459,,N,N,Rejected,F,Public,N,2007,,N,,,,12/14/06,12,10/3/06,White/Caucasian,2.5,4.5,4.5,3,12/16/06,9,665,725,638,2028
2021,,Y,N,Decline,F,Private,N,2007,,N,,,,9/29/06,9,5/24/06,White/Caucasian,5,4,3.33,3.67,11/11/06,8,800,800,722,2322
2467,,N,N,Wait List,M,Private,N,2009,,N,4,3.5,3,1/30/09,1,9/11/08,White/Caucasian,3.07,2.93,3.83,3,12/13/08,8,779,716,704,2199
1880,,Y,N,Decline,F,Private,N,2012,,N,4.5,4.5,4,10/19/11,10,10/6/10,White/Caucasian,4,3.58,3.58,3.67,1/7/12,8,791,740,776,2307
1810,,Y,Y,Enrolled,M,Private,N,2009,,N,3.5,4,3.5,1/20/09,1,10/3/07,White/Caucasian,3.92,3.75,3.6,3.67,11/8/08,8,785,767,686,2238
1902,,N,N,WL-Decline,F,Public,N,2010,,N,4,3,4,10/27/09,10,10/14/09,Hispanic,3.25,4,3.63,3.25,12/5/09,8,707,695,671,2073
2176,,Y,Y,Enrolled,M,Private,N,2009,,N,4,4,3.5,9/30/08,9,12/3/06,Multiracial: White/Hispanic,4.33,4,4,4,11/8/08,8,794,761,731,2286
2176,,Y,Y,Enrolled,F,Private,N,2013,,Y,4,4,4,10/21/12,10,10/21/12,Multiracial,4,4.25,4.25,4.25,12/15/12,8,758,728,722,2208
1778,,Y,Y,Enrolled,M,Private,N,2005,,N,,,,10/4/04,10,7/12/04,,5,5,5,15,11/13/04,9,350,350,344,1044
1970,,Y,N,Decline,M,Private,Y,2015,,N,5,5,5,11/16/14,11,9/23/14,Caucasian,4.17,4.13,3.87,4,1/10/15,9,800,770,761,2331
1970,,N,N,Wait List,M,Private,N,2014,,N,5,4,5,11/21/13,11,9/30/13,Caucasian,4,4,4.17,4.08,11/9/13,8,743,749,779,2271
2052,,N,N,Rejected,F,Public,N,2013,,N,3,3,3,12/29/12,12,12/2/12,Caucasian,2.25,2.58,2.83,2.17,1/5/13,9,683,632,689,2004
2130,,Y,Y,Enrolled,F,Home Schooled,N,2011,,N,4.5,4.5,4.5,10/20/10,10,10/27/08,White/Caucasian,5,5,4.88,5,11/13/10,8,800,764,773,2337
2459,,Y,N,Decline,F,Private,N,2014,,N,4,5,4,1/14/14,1,1/16/14,Multiracial,3.92,3.92,3.58,3.75,1/4/14,8,746,740,689,2175
2445,,Y,N,Decline,M,Private,N,2009,,N,4.25,5,5,10/21/08,10,9/16/08,White/Caucasian,5,5,5,5,11/8/08,8,800,776,722,2298
2468,,Y,N,Decline,M,Public,N,2006,,N,,,,12/13/05,12,10/17/05,Asian American,5,5,5,15,12/10/05,8,791,800,794,2385
2468,,Y,N,Decline,M,Public,N,2009,,N,5,5,5,12/23/08,12,12/8/08,Asian American,5,5,5,5,12/13/08,8,794,800,764,2358
2465,,Y,N,Decline,F,Private,N,2012,,N,4,4.5,4,10/17/11,10,10/16/11,White/Caucasian,3.78,3.92,4.08,3.87,12/10/11,8,743,743,677,2163
2126,,N,N,Rejected,F,Public,N,2011,,N,2.75,2.5,1.5,12/29/10,12,10/7/10,African American,1,1.25,1.25,1.25,12/11/10,8,629,581,632,1842
2127,,N,N,Rejected,M,Private,N,2005,,N,,,,2/2/05,2,12/1/04,White/Caucasian,3.5,4,3.5,11,12/1/04,,326,298,330,954
1945,,Y,N,Decline,M,Private,N,2017,,N,,,,10/25/16,10,9/20/16,,,,,,10/15/16,8,743,707,689,2139
2130,,N,N,Rejected,M,Public,N,2016,,N,,,,11/10/15,11,9/11/14,,2.3,2.7,3,2.7,1/9/16,8,686,695,671,2052
,Y,Y,N,Decline,M,International,N,2011,,N,,,,12/31/10,12,1/5/11,Multiracial: White/Asian,3.85,4,4.85,4,2/22/11,8,677,788,674,2139
2130,,Y,N,Decline,F,Private,N,2012,,N,4,4.5,4.5,10/1/11,10,9/7/11,White/Caucasian,5,5,4.5,4,10/15/11,8,800,797,773,2370
2493,,Y,N,Decline,F,Public,N,2014,,N,5,5,5,12/18/13,12,11/30/13,Multiracial,3.5,4.33,4.67,3.75,1/11/14,9,689,698,695,2082
1890,,Y,Y,Enrolled,F,Private,Y,2017,,N,,,,11/28/16,11,1/11/16,Asian American,,,,,11/12/16,9,716,785,710,2211
1720,,Y,N,Decline,M,Public,N,2014,,N,5,5,5,10/30/13,10,10/7/11,Asian American,5,5,4.63,4.88,1/4/14,8,776,800,779,2355
2127,,N,N,Rejected,M,Public,N,2008,,N,4,4,3.25,10/19/07,10,9/18/07,Hispanic,1,2.25,2.75,1.9,12/8/07,8,596,710,605,1911
1940,,Y,N,Decline,M,Public,N,2012,,N,3.5,4,3.75,2/1/12,2,12/1/11,Multiracial: Hispanic/Lebanese,4,3.93,4.03,3.92,1/7/12,8,710,761,689,2160
2482,,N,N,WL-Decline,M,Private,N,2009,,N,3,3.5,4,9/23/08,9,11/15/07,Multiracial: Middle Eastern/Wh,3.42,3,3.33,3.15,11/8/08,9,779,749,686,2214
2446,,Y,N,Decline,M,Public,N,2009,BU Employee,N,4,4,4,10/6/08,10,6/30/08,Asian: Japanese,5,5,5,5,12/13/08,8,800,800,794,2394
2446,,Y,N,Decline,M,Public,N,2006,BU Employee,N,,,,10/28/05,10,10/28/05,Japanese,4,4,5,13,12/10/05,8,740,800,719,2259
2119,,N,N,Rejected,F,Public,N,2011,,N,4,4,4.5,1/30/11,1,9/14/10,African American,1,1.75,2,1.5,12/11/10,8,599,653,608,1860
2151,,N,N,Rejected,F,Public,N,2013,,N,4,4,3,1/29/13,1,10/25/11,White/Caucasian,1.83,3.67,3.5,2.67,1/5/13,8,644,689,626,1959
1752,,N,N,Rejected,F,Parochial,N,2016,,N,,,,12/7/15,12,9/3/15,,1.7,2,3,2,1/9/16,8,644,653,605,1902
2481,,Y,Y,Enrolled,M,Public,N,2010,BU Employee,N,5,5,5,11/30/09,11,12/8/08,White/Caucasian,4.75,4.25,4.25,4.25,11/14/09,8,752,800,713,2265
2481,,Y,Y,Enrolled,M,Public,N,2010,BU Employee,N,5,5,5,11/30/09,11,12/8/08,White/Caucasian,4.5,4,5,4.5,10/17/09,8,767,791,728,2286
2467,,Y,Y,Enrolled,F,Public,N,2006,,N,,,,1/3/06,1,10/30/05,Hispanic,5,4,5,14,1/7/06,8,734,761,713,2208
2459,,Y,N,Decline,M,Private,N,2016,BU Employee,N,,,,10/7/15,10,9/23/14,,5,5,4.7,5,10/17/15,8,794,800,800,2394
2124,,N,N,Rejected,F,Public,N,2005,,N,,,,2/4/05,2,1/23/05,African American,2,2,2,6,12/1/04,8,275,308,277,860
2446,,Y,Y,Enrolled,M,Private,N,2007,,N,,,,1/10/07,1,10/31/06,White/Caucasian,5,4.5,4,4.67,11/11/06,7,791,800,761,2352
1773,,Y,N,Decline,M,Private,N,2013,,N,5,5,5,11/26/12,11,12/13/10,White/Caucasian,5,4.5,4.5,4.75,12/8/12,8,794,800,740,2334
1821,,N,N,Wait List,F,Private,N,2011,,N,5,5,5,1/5/11,1,11/18/10,White/Caucasian,3.5,3.58,3.67,3.61,12/11/10,8,692,707,680,2079
1581,,Y,N,Decline,M,Public,N,2015,,N,4,4,4,1/10/15,1,9/20/14,Asian American,4.17,4.17,3.95,4,12/13/14,8,755,770,710,2235
2155,,Y,N,Decline,M,Private,N,2013,,N,4,4,4,12/1/12,12,10/12/12,LatiN/Hispanic American,4,4.33,4.67,4.42,1/17/13,8,734,767,767,2268
2127,,N,N,Rejected,F,Parochial,N,2008,,N,2.25,3,2.25,1/30/08,1,9/18/07,Hispanic: Dominican,2.8,3.2,3.2,3.2,12/8/07,8,650,719,632,2001
2151,,N,N,Rejected,F,Parochial,N,2007,,N,,,,12/14/06,12,10/5/06,Hispanic,1,3,2,1,1/6/07,8,614,614,566,1794
2128,,N,N,Rejected,M,Public,N,2009,,N,2,2,3,1/30/09,1,10/15/08,Hispanic,2.25,2,2.25,1.25,12/13/08,8,647,683,656,1986
2155,,Y,Y,Enrolled,F,Public,N,2013,,N,5,5,5,1/24/13,1,10/30/12,White/Caucasian,3,4.17,3.67,3.25,1/5/13,8,683,665,662,2010
2119,,N,N,Rejected,M,Parochial,N,2008,,N,,,,1/29/08,1,10/18/07,African American,1,2,2,1.5,,,,,,
2124,,N,N,Rejected,F,Parochial,N,2007,,N,,,,11/21/06,11,9/16/06,African American,2,4,3.5,2.75,12/9/06,8,644,614,632,1890
2186,,N,N,Rejected,M,Public,N,2007,,N,,,,11/2/06,11,10/12/06,White/Caucasian,4.25,2.67,3,3,11/11/06,8,746,743,734,2223
2476,,Y,Y,Enrolled,M,Public,N,2014,,Y,3,3,4,12/4/13,12,11/17/13,Asian American,3.25,3.38,3.5,3.13,2/9/14,8,704,725,659,2088
2476,,Y,Y,Enrolled,M,Public,N,2011,,N,4,4,4,12/29/10,12,12/5/10,Asian American,3.68,3.25,3.33,3.2,1/8/11,8,800,773,695,2268
2446,,N,N,Rejected,M,Public,N,2017,,N,,,,12/23/16,12,9/20/16,,,,,,11/12/16,9,734,776,701,2211
1844,,N,N,Wait List,M,Home Schooled,N,2011,,Y,4,4,3,1/6/11,1,11/29/10,Asian American,2.63,3.43,3.5,2.68,1/8/11,8,707,671,695,2073
1844,,N,N,WL-Decline,M,Private,N,2014,,Y,2,2,2,9/29/13,9,9/17/13,Multiracial,2.87,2.63,2.75,2.75,11/9/13,8,698,671,683,2052
1844,,Y,Y,Enrolled,F,Home Schooled,Y,2010,,N,,,,,9,5/28/10,Asian American,,,,,1/9/10,9,800,680,749,2229
2476,,Y,N,Decline,F,Private,N,2012,,N,5,5,5,11/2/11,11,11/2/11,White/Caucasian,3.83,4.08,4.42,4,11/12/11,8,761,716,701,2178
2478,,Y,Y,Enrolled,F,Public,N,2014,,N,4,4,4,1/8/14,1,10/20/13,Caucasian,4,4.58,4,4,2/1/14,8,680,731,701,2112
1721,,N,N,Rejected,F,Public,N,2016,,N,,,,9/16/15,9,9/14/15,,2.7,3,3.3,2.7,11/14/15,8,707,647,686,2040
,,Y,Y,Enrolled,F,Private,N,2006,,N,,,,12/26/05,12,11/15/05,White/Caucasian,4,4,5,13,12/10/05,8,800,776,776,2352
1913,,Y,Y,Enrolled,M,Public,N,2008,BU Employee,N,4,4,3.25,10/29/07,10,6/6/07,White/Caucasian,4.5,3.9,3.5,3.8,1/12/08,8,776,734,743,2253
2474,,Y,N,Decline,M,Private,N,2013,,N,4,4,4,1/13/13,1,12/2/12,White/Caucasian,3.92,3.83,4.17,4,12/8/12,8,758,749,707,2214
2492,,Y,N,Decline,M,Private,N,2009,,N,5,4.5,5,10/30/08,10,3/10/05,White/Caucasian,4.67,4.5,4.43,4.33,11/8/08,8,800,788,767,2355
2127,,N,N,Rejected,M,Private,N,2009,,N,2,2,3,2/2/09,2,9/29/08,White/Caucasian,1.5,2.5,2.5,1.5,12/13/08,8,617,701,617,1935
2062,,Y,N,Decline,M,Private,N,2008,,N,5,5,4,10/12/07,10,9/18/07,White/Caucasian,4.6,4,4.6,4.4,10/13/07,8,743,773,725,2241
2114,,Y,Y,Enrolled,M,Private,N,2015,,N,4,4,4,11/16/14,11,11/18/13,Caucasian,3.67,3.75,4.17,3.28,11/15/14,8,764,752,731,2247
2136,,N,N,Rejected,F,Public,N,2009,,N,3,3,4,11/7/08,11,10/1/08,African American,1.75,3,2.5,1.8,11/15/08,8,611,617,617,1845
2467,,N,N,Wait List,M,Home Schooled,N,2015,,N,5,3,3,1/25/15,1,10/22/14,Caucasian,3.83,2.5,3.17,2.72,12/13/14,9,800,785,749,2334
2467,,N,N,Wait List,M,Public,N,2014,,N,4,3,4,2/3/14,2,1/14/14,Caucasian,,,,,1/4/14,8,800,776,725,2301
2115,,Y,N,Decline,M,Private,N,2015,,N,4,3,4,12/15/14,12,7/27/14,Caucasian,4.13,4,4.25,4,10/18/14,8,737,800,701,2238
1907,,N,N,Wait List,M,Private,N,2010,,N,4,4,3,1/14/10,1,1/15/10,White/Caucasian,3.5,3.75,3.42,3.5,,,,,,
1960,,N,N,Rejected,M,Private,N,2005,,N,,,,1/6/05,1,9/21/04,,4,4,3,11,12/11/04,8,316,301,314,931
2045,,N,N,Wait List,F,Parochial,N,2007,,N,,,,11/3/06,11,9/19/06,White/Caucasian,4,4.125,3,3.375,11/11/06,8,782,713,728,2223
1844,,N,N,Wait List,F,Other,N,2017,BU Employee,N,,,,1/4/17,1,11/8/16,,,,,,12/10/16,8,611,734,698,2043
1970,,N,N,Wait List,M,Private,N,2005,,N,,,,1/28/05,1,9/21/04,,4,3,5,12,1/7/05,8,346,333,339,1018
2122,,Y,N,Decline,F,Private,N,2007,,N,,,,11/13/06,11,10/24/06,White/Caucasian,3.83,3.5,3,3,12/9/06,8,734,728,722,2184
6320,,N,N,Rejected,F,Private,N,2007,,N,,,,1/17/07,1,10/29/06,White/Caucasian,2.5,3.5,3.5,2.5,1/6/07,10,668,608,677,1953
1773,,Y,Y,Enrolled,F,Private,N,2014,,Y,3,5,4,9/14/13,9,8/22/13,Caucasian,4.88,4.88,4.38,4.88,12/7/13,8,788,800,791,2379
1773,,Y,Y,Enrolled,M,Private,N,2012,,N,5,5,4.5,9/25/11,9,10/6/10,White/Caucasian,5,4.25,4.63,4.68,12/10/11,8,800,800,725,2325
3045,,Y,Y,Enrolled,M,Public,Y,2008,,N,,,,8/14/08,8,5/9/08,White/Caucasian,,,,,,,,,,
2139,,Y,N,Decline,F,Public,N,2005,,N,,,,1/28/05,1,1/5/04,African American,4.5,4,3,11.5,1/8/05,8,308,298,306,912
2139,,Y,N,Decline,F,Public,N,2008,,N,5,5,4,10/12/07,10,10/12/07,Asian American,4.75,5,5,5,11/27/07,8,770,734,725,2229
2150,,Y,Y,Enrolled,F,Public,N,2016,,N,,,,12/8/15,12,9/9/15,,3.3,4,4.3,3.7,11/18/15,8,707,755,674,2136
2139,,Y,Y,Enrolled,F,Parochial,N,2017,,N,,,,1/6/17,1,1/6/17,Caucasian,,,,,1/7/17,8,743,800,728,2271
1720,,Y,N,Decline,F,Public,N,2008,,N,4,3,4,2/6/08,2,9/13/07,Asian: Korean,4,4,3.5,3.8,1/12/08,8,716,782,719,2217
2169,,N,N,Rejected,F,Public,N,2013,,N,2,2,2,12/11/12,12,10/28/12,White/Caucasian,1.5,2.5,2,1.5,1/5/13,8,602,671,632,1905
2478,,N,N,WL-Decline,F,Private,N,2012,,N,3,3.5,4,11/13/11,11,11/13/11,Middle Eastern American,3.25,3.75,3.42,3.5,12/10/11,8,698,689,689,2076
2119,,N,N,Rejected,M,Home Schooled,N,2015,,N,5,5,5,1/12/15,1,11/18/14,Asian American,2.83,2.33,3.33,2.75,1/10/15,8,671,686,686,2043
2467,,N,N,Rejected,M,Public,N,2015,,N,3,4,4,1/7/15,1,11/17/14,Middle Eastern American,2,2,2,2,1/10/15,8,572,611,602,1785
2445,,N,N,Wait List,F,Public,N,2016,,N,,,,1/19/16,1,5/5/15,,3,4,3.3,3,,,,,,
6067,,N,N,Rejected,F,Public,N,2012,,N,,,,1/19/12,1,9/20/11,Asian American,1.63,2.25,2,1.5,,,,,,
1852,,Y,Y,Enrolled,F,Private,N,2012,,N,4,4,4,10/24/11,10,9/12/11,Asian American,4.58,4.25,4.17,4.25,12/10/11,8,752,767,725,2244
2445,,N,N,Wait List,F,Public,N,2016,,N,,,,12/19/15,12,7/15/15,,3,3,3,3,1/9/16,8,722,686,686,2094
2021,,N,N,Rejected,M,Private,N,2006,,N,,,,1/26/06,1,3/31/03,Middle Eastern,3,4.5,5,12.5,1/7/06,8,773,779,692,2244
2138,,N,N,Rejected,F,Public,N,2015,,N,4,5,3,1/12/15,1,10/8/14,Asian,0,0,0,1,12/13/14,9,695,800,698,2193
2478,,N,N,Rejected,M,Private,N,2011,,N,3,3.5,3.5,10/20/10,10,9/27/10,Multiracial: White/Israeli,2.58,2.5,2.77,2.65,12/11/10,8,713,737,716,2166
2446,,Y,N,Decline,M,Public,N,2017,BU Employee,,,,,12/13/16,12,4/16/14,Caucasian,,,,,11/12/16,8,746,776,719,2241
2446,,Y,N,Decline,F,Public,N,2014,BU Employee,N,4,5,4,10/20/13,10,10/7/13,Caucasian,4.5,4.5,4.88,4.63,1/4/14,8,734,770,740,2244
2090,,Y,Y,Enrolled,F,Public,Y,2013,,N,,,,6/19/13,6,5/22/13,Asian American,,,,,6/8/13,9,644,728,701,2073
1810,,Y,N,Decline,M,Public,N,2015,,N,5,3,5,1/8/15,1,11/16/14,Asian American,4,3.67,3.58,3.67,1/10/15,8,689,773,773,2235
,Y,N,N,Wait List,F,International,N,2017,,N,,,,12/6/16,12,12/6/16,,,,,,,,,,,
2465,,N,N,Rejected,M,Private,N,2010,,N,4,4,4.5,1/25/10,1,1/13/10,Asian American,2.67,3.33,3.98,2.72,2/6/10,9,731,779,662,2172
2465,,Y,Y,Enrolled,F,Public,N,2010,,N,,,,1/11/10,1,12/14/09,Asian American,3.25,3.63,3.75,3.25,1/9/10,8,707,719,668,2094
2140,,Y,N,Decline,M,International,N,2010,,N,,,,1/29/10,1,7/14/09,White/Caucasian,4.5,5,4.67,4.83,11/15/09,10,746,800,713,2259
2458,,Y,N,Decline,M,Private,N,2016,,N,,,,12/1/15,12,11/6/15,Asian American,5,4.7,4.3,5,12/12/15,8,743,773,752,2268
2131,,N,N,Rejected,F,Public,N,2011,,N,3,3,4,1/1/11,1,10/24/10,African American,2.68,2.85,2.25,2.68,1/8/11,8,641,743,671,2055
2474,,Y,N,Decline,F,Private,N,2011,,Y,5,5,4,1/30/11,1,9/13/10,White/Caucasian,4.5,4.88,4.88,4.83,12/11/10,8,758,716,752,2226
2474,,Y,Y,Enrolled,M,Public,N,2006,,N,,,,12/13/05,12,10/5/05,White/Caucasian,4,3,5,12,12/10/05,8,800,782,725,2307
2150,,N,N,Rejected,M,Public,N,2016,,N,,,,1/8/16,1,9/9/15,,2,2.7,3.7,2,1/9/16,8,626,758,581,1965
2062,,N,N,Wait List,F,Parochial,N,2010,,N,4,4,4,10/26/09,10,9/21/09,White/Caucasian,3,3.5,3.75,3.13,11/14/09,8,695,677,713,2085
2476,,Y,N,Decline,M,Private,N,2015,,N,4,5,4,12/28/14,12,9/1/14,Caucasian,4.25,4,4.25,4.13,12/13/14,8,752,749,770,2271
2465,,N,N,Wait List,M,Private,N,2012,,N,4,4,3.5,12/17/11,12,9/27/11,White/Caucasian,3.83,3.25,3.17,3.45,1/7/12,8,791,800,728,2319
2152,,Y,Y,Enrolled,F,Private,N,2005,,N,,,,1/6/05,1,7/20/04,White/Caucasian,4,4,4,12,1/8/05,8,314,344,315,973
2152,,N,N,Rejected,M,Public,N,2006,,Y,,,,12/20/05,12,9/5/05,White/Caucasian,4,4,2,10,11/12/05,8,647,725,605,1977
2150,,N,N,Rejected,F,Public,N,2015,,N,3,3,4,11/20/14,11,6/28/14,African American,2,3.67,3,2.17,1/10/15,8,593,620,605,1818
2180,,Y,N,Decline,F,Public,N,2010,,N,4,3,4,1/7/10,1,1/8/10,White/Caucasian,3.75,4,4,4,12/12/09,8,761,659,794,2214
2139,,Y,N,Decline,F,Private,N,2016,,N,,,,12/30/15,12,12/18/15,,5,5,5,5,12/12/15,8,800,770,767,2337
2467,,N,N,Wait List,M,Public,N,2017,,N,,,,10/18/16,10,3/21/16,,,,,,11/12/16,8,773,800,656,2229
2459,,Y,N,Decline,M,Private,N,2011,,N,5,5,5,11/11/10,11,9/5/10,White/Caucasian,4.33,3.68,4,3.87,1/8/11,8,758,749,713,2220
1760,,N,N,Rejected,M,Public,N,2007,,N,,,,2/1/07,2,10/4/06,,2,2,2.5,2.75,2/3/07,8,620,731,599,1950
2446,,Y,Y,Enrolled,F,Public,N,2015,,N,5,4,5,9/23/14,9,3/21/14,Caucasian,4.33,4.63,4.5,4.47,10/18/14,8,731,770,716,2217
2124,,N,N,Rejected,F,Public,N,2015,,N,3,4,4,1/6/15,1,12/6/14,African American,2,3,3,2,12/13/14,8,671,668,626,1965
2468,,N,N,Wait List,M,Private,N,2017,,N,,,,12/13/16,12,9/16/16,,,,,,11/12/16,8,695,680,671,2046
1778,,N,N,Rejected,M,Public,N,2014,,N,4,4,4,10/13/13,10,5/16/13,Caucasian,2.92,3.08,3.17,2.83,2/1/14,8,722,713,707,2142
2465,,Y,Y,Enrolled,F,Public,N,2007,,N,,,,6/8/07,6,5/22/07,White/Caucasian,4,4,5,4,6/9/07,9,782,707,728,2217
2128,,N,N,Rejected,F,Public,N,2010,,N,3,3,4,2/1/10,2,9/28/09,White/Caucasian,2,2.68,2.67,2.33,1/9/10,8,677,617,632,1926
1730,,Y,N,Decline,M,Private,N,2006,,N,,,,12/29/05,12,10/3/05,White/Caucasian,4,4,5,13,11/12/05,8,722,731,740,2193
2043,,Y,Y,Enrolled,F,Private,N,2007,,N,,,,1/19/07,1,8/17/06,White/Caucasian,3,4,4,3.75,12/9/06,8,722,641,692,2055
1778,,Y,Y,Enrolled,M,Public,N,2012,,N,4,2.75,4,10/31/11,10,10/16/11,White/Caucasian,4,4.33,4.08,4.25,1/7/12,8,674,767,716,2157
2138,,Y,N,Decline,M,Public,N,2006,,N,,,,1/18/06,1,11/22/05,White/Caucasian,4.5,5,5,14.5,12/10/05,8,758,782,776,2316
2030,,Y,Y,Enrolled,M,Private,N,2011,,N,5,5,4,10/20/10,10,9/23/09,White/Caucasian,3.92,4.33,4.25,3.98,12/11/10,8,791,737,686,2214
2532,,Y,Y,Enrolled,M,Private,N,2006,,N,,,,10/4/05,10,9/14/05,White/Caucasian,4,4,5,13,12/10/05,8,800,800,794,2394
2149,,N,N,Rejected,M,Public,N,2015,,N,5,4,5,1/8/15,1,9/7/14,LatiN/Hispanic American,2.43,3.5,4.25,2.68,2/7/15,8,635,701,653,1989
1890,,N,N,Rejected,M,Private,N,2016,,N,,,,1/21/16,1,10/5/15,,3,3,3,2.7,1/10/16,8,764,707,731,2202
2030,,Y,Y,Enrolled,M,Private,N,2014,,N,5,5,5,1/20/14,1,1/18/14,Caucasian,4.5,4,4.63,4.5,1/24/14,8,773,788,740,2301
2465,,Y,Y,Enrolled,F,Public,N,2015,,N,4,4,4,1/30/15,1,9/18/14,Caucasian,3.25,4.08,4.17,3.5,1/10/15,8,668,701,677,2046
2139,,Y,N,Decline,F,Private,N,2007,,N,,,,11/2/06,11,9/5/06,White/Caucasian,4,5,4,4,12/9/06,8,779,782,743,2304
2116,,Y,Y,Enrolled,F,Public,N,2011,,N,3.5,2.75,2,12/6/10,12,8/9/10,White/Caucasian,3.77,3.25,3.42,3.53,12/11/10,8,737,770,674,2181
1742,,Y,N,Decline,M,Private,N,2017,,N,,,,10/31/16,10,8/17/16,,,,,,10/15/16,8,743,791,725,2259
2151,,Y,Y,Enrolled,F,Private,N,2016,,N,,,,1/31/16,1,9/11/15,,2.7,4,4,3,2/6/16,8,758,641,722,2121
1742,,Y,N,Decline,F,Private,N,2012,,N,5,5,4,10/8/11,10,10/29/06,White/Caucasian,5,5,5,5,11/12/11,8,800,800,794,2394
2151,,Y,Y,Enrolled,F,Private,N,2016,,N,,,,10/15/15,10,9/11/15,,3,4.3,4,3.7,2/6/16,8,755,704,752,2211
1742,,Y,N,Decline,F,Private,N,2015,,N,5,5,5,11/21/14,11,8/5/14,Caucasian,5,5,5,5,10/18/14,8,800,800,746,2346
,Y,Y,N,Decline,F,International,N,2007,,N,,,,12/20/06,12,10/23/06,,4,3.5,3.5,3.5,1/6/07,10,722,743,722,2187
2138,,Y,N,Decline,F,Private,N,2006,,N,,,,1/11/06,1,6/14/05,White/Caucasian,3,4,5,12,11/17/05,8,782,686,728,2196
2116,,Y,Y,Enrolled,M,Public,N,2014,,N,5,5,5,9/26/13,9,8/31/13,Asian American,4.25,4.5,4.75,4.5,12/7/13,8,725,779,746,2250
2155,,N,N,Rejected,F,Public,N,2008,,N,3,1.5,2.5,12/4/07,12,10/22/07,Asian American,1.75,2,1.5,1.75,1/12/08,8,608,575,644,1827
2136,,N,N,Rejected,F,Private,N,2015,,N,4,3,4,11/2/14,11,9/29/14,African American,3.08,2.83,3.25,2.92,12/13/14,8,656,683,677,2016
2421,,N,N,Wait List,F,Private,N,2010,,N,5,5,5,10/26/09,10,9/21/09,White/Caucasian,2.75,3.38,3,2.75,10/17/09,8,728,698,656,2082
1741,,Y,N,Decline,M,Private,N,2017,,N,,,,10/4/16,10,1/30/16,,,,,,10/15/16,8,737,788,704,2229
1810,,Y,Y,Enrolled,F,Public,N,2015,,N,5,5,5,1/20/15,1,2/22/14,Caucasian,4.17,4.5,4,4.28,10/18/14,8,731,758,698,2187
2139,,Y,N,Decline,M,Private,N,2006,,N,,,,10/7/05,10,9/16/05,White/Caucasian,4,5,5,14,1/7/06,8,734,743,749,2226
2339,,N,N,Rejected,F,Public,N,2012,,Y,3,3,3,10/3/11,10,10/3/11,White/Caucasian,2,2.5,2,2.3,11/12/11,9,689,632,638,1959
2171,,Y,N,Decline,F,Public,N,2016,,N,,,,10/7/15,10,3/31/15,,3.7,3.7,4,3.7,1/9/16,8,746,716,695,2157
2108,,Y,N,Decline,F,Private,N,2017,,N,,,,1/3/17,1,9/25/16,,,,,,12/10/16,8,755,737,800,2292
2135,,Y,Y,Enrolled,M,unkNwn,N,2008,,N,,,,8/14/08,8,7/15/08,White/Caucasian,,,,,,,,,,
2135,,Y,Y,Enrolled,M,Public,N,2010,,N,5,5,4,10/26/09,10,9/4/09,White/Caucasian,4.5,4.5,4,4.5,1/9/10,8,749,800,725,2274
2122,,Y,Y,Enrolled,F,Private,N,2016,,N,,,,12/28/15,12,11/5/15,African American,3,3.3,3,3,11/14/15,8,692,713,692,2097
2420,,Y,N,Decline,F,Public,N,2006,,N,,,,1/31/06,1,11/22/05,White/Caucasian,5,5,5,15,12/10/05,8,740,746,794,2280
1945,,Y,N,Decline,F,Public,N,2009,,N,5,5,4,12/17/08,12,7/13/08,White/Caucasian,5,5,4.75,5,11/15/08,8,767,788,713,2268
